NationalDrugCode,NdcDescription,NumberOfClaims
68382008001,HALOPERIDOL  TAB 10MG,74123
68382008010,HALOPERIDOL  TAB 10MG,1
68382008101,HALOPERIDOL  TAB 20MG,8284
68382009201,CARVEDILOL   TAB 3.125MG,145512
68382009205,CARVEDILOL   TAB 3.125MG,102243
68382009217,CARVEDILOL   TAB 3.125MG,24
68382009301,CARVEDILOL   TAB 6.25MG,128197
68382009305,CARVEDILOL   TAB 6.25MG,137538
68382009317,CARVEDILOL   TAB 6.25MG,10
68382009401,CARVEDILOL   TAB 12.5MG,126699
68382009405,CARVEDILOL   TAB 12.5MG,140358
68382009417,CARVEDILOL   TAB 12.5MG,20
68382009501,CARVEDILOL   TAB 25MG,112475
68382009505,CARVEDILOL   TAB 25MG,126092
68382009517,CARVEDILOL   TAB 25MG,3
68382009601,HYDROXYCHLOR TAB 200MG,88492
68382009605,HYDROXYCHLOR TAB 200MG,122922
68382009701,PAROXETINE   TAB 10MG,640
68382009705,PAROXETINE   TAB 10MG,159689
68382009706,PAROXETINE   TAB 10MG,78709
68382009710,PAROXETINE   TAB 10MG,29548
68382009716,PAROXETINE   TAB 10MG,74248
68382009801,PAROXETINE   TAB 20MG,64627
68382009805,PAROXETINE   TAB 20MG,44207
68382009806,PAROXETINE   TAB 20MG,115960
68382009810,PAROXETINE   TAB 20MG,444400
68382009816,PAROXETINE   TAB 20MG,90345
68382009901,PAROXETINE   TAB 30MG,420
68382009905,PAROXETINE   TAB 30MG,100097
68382009906,PAROXETINE   TAB 30MG,63622
68382009910,PAROXETINE   TAB 30MG,11769
68382009916,PAROXETINE   TAB 30MG,45302
68382010005,GEMFIBROZIL  TAB 600MG,294
68382010014,GEMFIBROZIL  TAB 600MG,58
68382010101,VENLAFAXINE  TAB 100MG,21879
68382010110,VENLAFAXINE  TAB 100MG,4
68382010601,DIVALPROEX   CAP 125MG,82281
68382010610,DIVALPROEX   CAP 125MG,111809
68382010801,LAMOTRIGINE  CHW 5MG,1092
68382010901,LAMOTRIGINE  CHW 25MG,3775
68382010905,LAMOTRIGINE  CHW 25MG,2
68382011001,BROMOCRIPTIN CAP 5MG,58
68382011006,BROMOCRIPTIN CAP 5MG,501
68382011205,RISPERIDONE  TAB 0.25MG,64613
68382011214,RISPERIDONE  TAB 0.25MG,58767
68382011305,RISPERIDONE  TAB 0.5MG,105396
68382011314,RISPERIDONE  TAB 0.5MG,108299
68382011405,RISPERIDONE  TAB 1MG,110535
68382011414,RISPERIDONE  TAB 1MG,144736
68382011505,RISPERIDONE  TAB 2MG,77556
68382011514,RISPERIDONE  TAB 2MG,125109
68382011605,RISPERIDONE  TAB 3MG,53499
68382011614,RISPERIDONE  TAB 3MG,83726
68382011705,RISPERIDONE  TAB 4MG,10453
68382011714,RISPERIDONE  TAB 4MG,74130
68382012101,AMLODIPINE   TAB 2.5MG,131
68382012105,AMLODIPINE   TAB 2.5MG,44103
68382012116,AMLODIPINE   TAB 2.5MG,96830
68382012201,AMLODIPINE   TAB 5MG,251
68382012205,AMLODIPINE   TAB 5MG,586328
68382012216,AMLODIPINE   TAB 5MG,166339
68382012301,AMLODIPINE   TAB 10MG,191
68382012305,AMLODIPINE   TAB 10MG,449987
68382012316,AMLODIPINE   TAB 10MG,246001
68382013001,MYCOPHENOLAT CAP 250MG,1075
68382013005,MYCOPHENOLAT CAP 250MG,266
68382013101,MYCOPHENOLAT TAB 500MG,3583
68382013105,MYCOPHENOLAT TAB 500MG,621
68382013110,MYCOPHENOLAT TAB 500MG,39
68382013201,TAMSULOSIN   CAP 0.4MG,1639979
68382013210,TAMSULOSIN   CAP 0.4MG,508693
68382013501,LOSARTAN POT TAB 25MG,280
68382013506,LOSARTAN POT TAB 25MG,1189
68382013510,LOSARTAN POT TAB 25MG,30266
68382013516,LOSARTAN POT TAB 25MG,224019
68382013601,LOSARTAN POT TAB 50MG,455
68382013606,LOSARTAN POT TAB 50MG,12908
68382013610,LOSARTAN POT TAB 50MG,59494
68382013616,LOSARTAN POT TAB 50MG,516934
68382013701,LOSARTAN POT TAB 100MG,533
68382013706,LOSARTAN POT TAB 100MG,14731
68382013710,LOSARTAN POT TAB 100MG,57284
68382013716,LOSARTAN POT TAB 100MG,509121
68382013805,TOPIRAMATE   TAB 25MG,221253
68382013814,TOPIRAMATE   TAB 25MG,186213
68382013905,TOPIRAMATE   TAB 50MG,223074
68382013914,TOPIRAMATE   TAB 50MG,179056
68382014005,TOPIRAMATE   TAB 100MG,201972
68382014014,TOPIRAMATE   TAB 100MG,176355
68382014105,TOPIRAMATE   TAB 200MG,5124
68382014114,TOPIRAMATE   TAB 200MG,95532
68382014206,LOSARTAN/HCT TAB 50-12.5,1208
68382014210,LOSARTAN/HCT TAB 50-12.5,3192
68382014216,LOSARTAN/HCT TAB 50-12.5,14121
68382014306,LOSARTAN/HCT TAB 100-25,3182
68382014310,LOSARTAN/HCT TAB 100-25,5584
68382014316,LOSARTAN/HCT TAB 100-25,21205
68382014401,RAMIPRIL     CAP 1.25MG,1
68382014406,RAMIPRIL     CAP 1.25MG,7236
68382014501,RAMIPRIL     CAP 2.5MG,38718
68382014506,RAMIPRIL     CAP 2.5MG,1
68382014601,RAMIPRIL     CAP 5MG,64726
68382014605,RAMIPRIL     CAP 5MG,2
68382014606,RAMIPRIL     CAP 5MG,2
68382014701,RAMIPRIL     CAP 10MG,108760
68382014705,RAMIPRIL     CAP 10MG,1
68382014706,RAMIPRIL     CAP 10MG,70
68382015406,RISPERIDONE  TAB 0.5MG OD,3246
68382015506,RISPERIDONE  TAB 1MG ODT,2933
68382015606,RISPERIDONE  TAB 2MG ODT,1942
68382017714,GALANTAMINE  TAB 4MG,453
68382017814,GALANTAMINE  TAB 8MG,1019
68382017914,GALANTAMINE  TAB 12MG,285
68382018001,BUSPIRONE    TAB 5MG,12732
68382018005,BUSPIRONE    TAB 5MG,5161
68382018101,BUSPIRONE    TAB 10MG,25033
68382018105,BUSPIRONE    TAB 10MG,18397
68382018201,BUSPIRONE    TAB 15MG,37086
68382018205,BUSPIRONE    TAB 15MG,18426
68382018305,BUSPIRONE    TAB 30MG,1221
68382018314,BUSPIRONE    TAB 30MG,12237
68382018401,GLIP/METFORM TAB 2.5-250M,31
68382018501,GLIP/METFORM TAB 2.5-500M,713
68382018601,GLIP/METFORM TAB 5-500MG,1624
68382018701,DIPYRIDAMOLE TAB 25MG,4648
68382018710,DIPYRIDAMOLE TAB 25MG,1
68382018801,DIPYRIDAMOLE TAB 50MG,9069
68382018805,DIPYRIDAMOLE TAB 50MG,145
68382018901,DIPYRIDAMOLE TAB 75MG,9349
68382018905,DIPYRIDAMOLE TAB 75MG,24
68382018910,DIPYRIDAMOLE TAB 75MG,1
68382019610,PRAMIPEXOLE  TAB 0.125MG,76
68382019616,PRAMIPEXOLE  TAB 0.125MG,25483
68382019710,PRAMIPEXOLE  TAB 0.25MG,133
68382019716,PRAMIPEXOLE  TAB 0.25MG,37883
68382019810,PRAMIPEXOLE  TAB 0.5MG,193
68382019816,PRAMIPEXOLE  TAB 0.5MG,37544
68382019910,PRAMIPEXOLE  TAB 1MG,104
68382019916,PRAMIPEXOLE  TAB 1MG,17924
68382020010,PRAMIPEXOLE  TAB 1.5MG,17
68382020016,PRAMIPEXOLE  TAB 1.5MG,6609
68382020116,NIACIN ER    TAB 500MG,17599
68382020216,NIACIN ER    TAB 750MG,1432
68382020316,NIACIN ER    TAB 1000MG,12615
68382020401,GABAPENTIN   TAB 600MG,20894
68382020405,GABAPENTIN   TAB 600MG,36153
68382020501,GABAPENTIN   TAB 800MG,11291
68382020505,GABAPENTIN   TAB 800MG,13499
68382020906,ANASTROZOLE  TAB 1MG,106867
68382020910,ANASTROZOLE  TAB 1MG,2297
68382022401,BICALUTAMIDE TAB 50MG,456
68382022406,BICALUTAMIDE TAB 50MG,3686
68382022705,AMIODARONE   TAB 200MG,108469
68382022714,AMIODARONE   TAB 200MG,133375
68382022816,FENOFIBRATE  TAB 48MG,10672
68382023016,FENOFIBRATE  TAB 145MG,54371
68382023316,FENOFIBRIC   CAP 135MG DR,2545
68382024701,BENZONATATE  CAP 100MG,384395
68382024705,BENZONATATE  CAP 100MG,11433
68382024801,BENZONATATE  CAP 200MG,335461
68382026004,RIBAVIRIN    CAP 200MG,124
68382026007,RIBAVIRIN    CAP 200MG,527
68382026009,RIBAVIRIN    CAP 200MG,716
68382026012,RIBAVIRIN    CAP 200MG,6642
68382026028,RIBAVIRIN    CAP 200MG,1
68382026101,ACETAZOLAMID CAP 500MG ER,39032
68382026606,PARICALCITOL CAP 1 MCG,6658
68382026706,PARICALCITOL CAP 2 MCG,985
68382026916,FENOFIBRATE  TAB 48MG,2843
68382027016,FENOFIBRATE  TAB 145MG,25381
68382027101,ETODOLAC ER  TAB 400MG,1413
68382027114,ETODOLAC ER  TAB 400MG,127
68382027201,ETODOLAC ER  TAB 500MG,1448
68382027214,ETODOLAC ER  TAB 500MG,127
68382027301,ETODOLAC ER  TAB 600MG,431
68382027314,ETODOLAC ER  TAB 600MG,295
68382029301,INDOMETHACIN CAP 25MG,15
68382029310,INDOMETHACIN CAP 25MG,3
68382029401,INDOMETHACIN CAP 50MG,24
68382029405,INDOMETHACIN CAP 50MG,2
68382030930,NITROGLYCER  DIS 0.2MG/HR,303
68382031030,NITROGLYCER  DIS 0.4MG/HR,201
68382031130,NITROGLYCER  DIS 0.6MG/HR,6
68382031401,DIVALPROEX   TAB 250MG ER,18010
68382031405,DIVALPROEX   TAB 250MG ER,337
68382031501,DIVALPROEX   TAB 500MG ER,58836
68382031505,DIVALPROEX   TAB 500MG ER,7949
68382031601,MINOCYCLINE  CAP 50MG,150
68382031701,MINOCYCLINE  CAP 75MG,23
68382031818,MINOCYCLINE  CAP 100MG,2148
68382031901,TRAMADOL HCL TAB 50MG,5909
68382031905,TRAMADOL HCL TAB 50MG,34
68382031910,TRAMADOL HCL TAB 50MG,2060422
68382033401,TRAMADL/APAP TAB 37.5-325,1302
68382033405,TRAMADL/APAP TAB 37.5-325,156389
68382033801,ROPINIROLE   TAB 0.25MG,4896
68382033901,ROPINIROLE   TAB 0.5MG,6160
68382034001,ROPINIROLE   TAB 1MG,9717
68382034101,ROPINIROLE   TAB 2MG,4896
68382034201,ROPINIROLE   TAB 3MG,1766
68382034301,ROPINIROLE   TAB 4MG,1166
68382034401,ROPINIROLE   TAB 5MG,359
68382034606,DONEPEZIL    TAB 5MG ODT,3977
68382034706,DONEPEZIL    TAB 10MG ODT,12812
68382035405,BUPROPN HCL  TAB 300MG XL,167322
68382035406,BUPROPN HCL  TAB 300MG XL,18315
68382038514,DULOXETINE   CAP 20MG,162
68382038606,DULOXETINE   CAP 30MG,288
68382038616,DULOXETINE   CAP 30MG,34
68382038706,DULOXETINE   CAP 60MG,338
68382039801,POT CHLORIDE TAB 20MEQ ER,46916
68382039805,POT CHLORIDE TAB 20MEQ ER,1808
68382041101,OMEPRAZOLE   CAP 10MG,10875
68382041106,OMEPRAZOLE   CAP 10MG,3
68382041201,OMEPRAZOLE   CAP 20MG,2311
68382041205,OMEPRAZOLE   CAP 20MG,213119
68382041206,OMEPRAZOLE   CAP 20MG,19572
68382041210,OMEPRAZOLE   CAP 20MG,656568
68382042202,RANITIDINE   INJ 50MG/2ML,76
68382042306,RANITIDINE   INJ 150/6ML,192
68382044405,FAMOTIDINE   SUS 40MG/5ML,29332
68382047178,TELMISARTAN  TAB 20MG,180
68382047278,TELMISARTAN  TAB 40MG,1012
68382047378,TELMISARTAN  TAB 80MG,967
68382048428,MESALAMINE   TAB 800MG DR,12608
68382050001,OMEPRAZOLE   CAP 40MG,2611
68382050006,OMEPRAZOLE   CAP 40MG,2581
68382050010,OMEPRAZOLE   CAP 40MG,402882
68382051201,AMANTADINE   CAP 100MG,646
68382051205,AMANTADINE   CAP 100MG,32
68382052001,SIROLIMUS    TAB 0.5MG,1021
68382053601,POT CITRATE  TAB 540MG ER,1785
68382053701,POT CITRATE  TAB 1080MG,29607
68382053801,POT CITRATE  TAB 1620MG,5752
68382054306,LANSOPRAZOLE CAP 15MG DR,2011
68382054401,LANSOPRAZOLE CAP 30MG DR,2179
68382054406,LANSOPRAZOLE CAP 30MG DR,69
68382054410,LANSOPRAZOLE CAP 30MG DR,3761
68382054416,LANSOPRAZOLE CAP 30MG DR,1787
68382060001,POT CHLORIDE TAB 10MEQ ER,233707
68382060010,POT CHLORIDE TAB 10MEQ ER,389207
68382064306,OLMESA MEDOX TAB 5MG,1
68382064406,OLMESA MEDOX TAB 20MG,8
68382064506,OLMESA MEDOX TAB 40MG,6
68382065001,ISOSORB MONO TAB 30MG ER,24739
68382065005,ISOSORB MONO TAB 30MG ER,74774
68382065101,ISOSORB MONO TAB 60MG ER,9761
68382065105,ISOSORB MONO TAB 60MG ER,32376
68382065201,ISOSORB MONO TAB 120MG ER,6398
68382065301,GLYB/METFORM TAB 1.25-250,3
68382065401,GLYB/METFORM TAB 2.5-500,5
68382065405,GLYB/METFORM TAB 2.5-500,66
68382065501,GLYB/METFORM TAB 5-500MG,11
68382065505,GLYB/METFORM TAB 5-500MG,191
68382065701,GLYBURIDE    TAB 2.5MG,48
68382065705,GLYBURIDE    TAB 2.5MG,16
68382065801,GLYBURIDE    TAB 5MG,28
68382065810,GLYBURIDE    TAB 5MG,68
68382065901,PYRIDOSTIGM  TAB 60MG,6191
68382065906,PYRIDOSTIGM  TAB 60MG,231
68382070101,POT CHLORIDE CAP 10MEQ ER,118300
68382070105,POT CHLORIDE CAP 10MEQ ER,322971
68382070201,POT CHLORIDE CAP 8MEQ ER,27186
68382070718,DOXYCYC MONO CAP 100MG,4100
68382071586,ZOLMITRIPTAN TAB 2.5 MG,670
68382071782,ZOLMITRIPTAN TAB 5MG,3185
68382072116,NATEGLINIDE  TAB 60MG,135
68382072216,NATEGLINIDE  TAB 120MG,494
68382073506,VORICONAZOLE TAB 50MG,22
68382073606,VORICONAZOLE TAB 200MG,226
68382075801,METFORMIN    TAB 500MG,1404
68382075805,METFORMIN    TAB 500MG,22970
68382075810,METFORMIN    TAB 500MG,530726
68382075901,METFORMIN    TAB 850MG,2140
68382075905,METFORMIN    TAB 850MG,34166
68382075910,METFORMIN    TAB 850MG,12754
68382076001,METFORMIN    TAB 1000MG,5263
68382076005,METFORMIN    TAB 1000MG,27599
68382076010,METFORMIN    TAB 1000MG,299696
68382076114,CLARITHROMYC TAB 250MG,11458
68382076214,CLARITHROMYC TAB 500MG,181167
68382076314,CLARITHROMYC TAB 500MG ER,28417
68382076405,CLARITHROMYC SUS 125/5ML,416
68382076406,CLARITHROMYC SUS 125/5ML,2922
68382076505,CLARITHROMYC SUS 250/5ML,1908
68382076506,CLARITHROMYC SUS 250/5ML,11894
68382077501,METHOTREXATE TAB 2.5MG,2333
68382077601,POT CHLORIDE TAB 8MEQ ER,6496
68382077610,POT CHLORIDE TAB 8MEQ ER,205
68382078201,DOXYCYC MONO CAP 50MG,1401
68382079101,ACYCLOVIR    TAB 400MG,22307
68382079105,ACYCLOVIR    TAB 400MG,1182
68382079201,ACYCLOVIR    TAB 800MG,6258
68382079205,ACYCLOVIR    TAB 800MG,113
68382079301,OXYCODONE    TAB 5MG,2096
68382079401,OXYCODONE    TAB 10MG,203284
68382079501,OXYCODONE    TAB 15MG,726
68382079601,OXYCODONE    TAB 20MG,45146
68382079701,OXYCODONE    TAB 30MG,562
68382086010,BENZTROPINE  INJ 1MG/ML,1
68382090301,MORPHINE SUL TAB 15MG ER,39800
68382090401,MORPHINE SUL TAB 30MG ER,43739
68382090501,MORPHINE SUL TAB 60MG ER,18699
68382090601,MORPHINE SUL TAB 100MG ER,5049
68382090701,MORPHINE SUL TAB 200MG ER,698
68382094101,DEXTROAMPHET TAB 5MG,25
68382094201,DEXTROAMPHET TAB 10MG,71
68387011090,BACLOFEN     TAB 10MG,35
68387012730,LEXAPRO      TAB 10MG,3
68387012830,LEXAPRO      TAB 20MG,1
68387016590,TRAZODONE    TAB 50MG,4
68387017001,METHYLPRED   PAK 4MG,1
68387019120,METRONIDAZOL TAB 500MG,1
68387020821,IBUPROFEN    TAB 600MG,1
68387021010,IBUPROFEN    TAB 800MG,7
68387024025,PREDNISONE   TAB 20MG,12
68387026020,DICLOFENAC   TAB 75MG DR,1
68387026060,DICLOFENAC   TAB 75MG DR,6
68387029330,PROTONIX     TAB 40MG,2
68387034260,METHOCARBAM  TAB 500MG,1
68387034530,INDOMETHACIN CAP 75MG CR,1
68387034860,VENLAFAXINE  TAB 75MG,2
68387034915,EFFEXOR XR   CAP 150MG,11
68387034930,EFFEXOR XR   CAP 150MG,2
68387036060,MIRTAZAPINE  TAB 15MG,2
68387036307,MIRTAZAPINE  TAB 30MG,1
68387036530,FUROSEMIDE   TAB 20MG,8
68387037030,OMEPRAZOLE   CAP 20MG,1
68387038020,DOXYCYCL HYC CAP 100MG,1
68387038520,SMZ/TMP DS   TAB 800-160,3
68387041030,GABAPENTIN   CAP 300MG,2
68387043040,AMOXICILLIN  CAP 500MG,1
68387044030,KETOROLAC    TAB 10MG,1
68387045001,SILVER SULFA CRE 1%,3
68387045601,VOLTAREN     GEL 1%,8
68387046530,ALPRAZOLAM   TAB 0.25MG,1
68387046590,ALPRAZOLAM   TAB 0.25MG,2
68387048130,MELOXICAM    TAB 15MG,5
68387048630,AMBIEN CR    TAB 12.5MG,2
68387049501,TOBRAMYCIN   SOL 0.3% OP,1
68387049801,SULFACET SOD OIN 10% OP,2
68387053201,HYDROCORT    CRE 2.5%,10
68387053510,CIPROFLOXACN TAB 500MG,3
68387053520,CIPROFLOXACN TAB 500MG,6
68387053690,PROMETHAZINE TAB 25MG,2
68387053730,HYDROCHLOROT TAB 25MG,38
68387053830,ATENOLOL     TAB 50MG,10
68387053930,ATENOLOL     TAB 100MG,3
68387055260,CELEBREX     CAP 200MG,8
68387055330,CYMBALTA     CAP 60MG,18
68387055360,CYMBALTA     CAP 60MG,2
68387056260,HYDROCOD/IBU TAB 7.5-200,1
68387056506,AZITHROMYCIN TAB 250MG,5
68387056801,NEO/POLY/DEX SUS 0.1% OP,1
68387058015,AMOX/K CLAV  TAB 500MG,2
68387058530,AMOX/K CLAV  TAB 875MG,3
68387058860,SULINDAC     TAB 200MG,2
68387059130,ONDANSETRON  TAB 4MG,2
68387062501,TRIAMCINOLON CRE 0.1%,3
68387062601,CLOTRIM/BETA CRE DIPROP,6
68387062701,FLUOCINONIDE CRE 0.05%,1
68387064130,FLECTOR      DIS 1.3%,42
68387066190,LYRICA       CAP 75MG,1
68387090012,TRAMADOL HCL TAB 50MG,2
68387090040,TRAMADOL HCL TAB 50MG,1
68387090060,TRAMADOL HCL TAB 50MG,1
68387093030,ULTRAM ER    TAB 300MG,2
68405000202,SENTRA AM    CAP,1
68405000302,SENTRA PM    CAP,4
68405000402,GABADONE     CAP,3
68405000801,THERAMINE    CAP,1
68405000802,THERAMINE    CAP,9
68405000803,THERAMINE    CAP,45
68405001002,LISTER-V     CAP,10
68405001601,TREPADONE    CAP,12
68405001603,TREPADONE    CAP,9
68405012701,PERCURA      CAP,12
68405100202,SENTRA AM    CAP,9
68405100302,SENTRA PM    CAP,10
68405100802,THERAMINE    CAP,9
68405100803,THERAMINE    CAP,5
68405101601,TREPADONE    CAP,11
68436011010,OTICIN HC    DRO,29
68436011015,OTICIN HC    DRO,9
68436011510,OTICIN       DRO 1-0.1%,13
68453007410,DOLGIC PLUS  TAB,3102
68453011210,KEFLEX       CAP 250MG,73
68453011310,KEFLEX       CAP 500MG,757
68453011505,KEFLEX       CAP 750MG,1920
68453013416,CODICLEAR DH SYP 3.5-100,5
68453013804,CODIMAL PH   SYP,3
68453013816,CODIMAL PH   SYP,4
68453014004,CODICLEAR DH SYP,81
68453014016,CODICLEAR DH SYP,577
68453014203,MOXATAG      TAB 775MG,893
68453014504,CODIMAL DH   SYP,7
68453014516,CODIMAL DH   SYP,51
68453017010,ZEBUTAL      CAP,4669
68453020010,BROMFED      CAP 12-15MG,325
68453020110,BROMFED-PD   CAP 6-7.5MG,601
68453030110,GUAIFED-PD   CAP 7.5-200,25
68453037510,NAPRELAN     TAB 375MG CR,11669
68453040016,DURATUSS HD  ELX,169
68453041010,LIBRAX       CAP 5-2.5MG,16
68453050016,DURATUSS DM  ELX,482
68453055010,DURATUSS CS  TAB 60-900MG,31
68453061210,DURATUSS     TAB 120-600,2
68453061510,DURATUSS     TAB 25-900MG,179
68453064510,DURATUSS GP  TAB 25-1200,86
68453068016,DURATUSS     SUS DM 12,146
68453068516,DURATUSS     SUS AC 12,1705
68453071416,TUSSI-ORGANI LIQ DM NR,138
68453071504,TUSSI-ORGANI LIQ DM-S NR,13
68453075010,DURATUSS A   TAB,74
68453077010,DURATUSS PE  TAB 30-1050,274
68453077703,NAPRELAN     TAB 750MG CR,18788
68453079510,DURATUSS DA  CAP 12-100MG,403
68453081416,TUSSI-ORGANI LIQ NR,149
68453081504,TUSSI-ORGANI LIQ -S NR,25
68453082503,RYBIX ODT    TAB 50MG,1657
68453085075,NAPRELAN     TAB 500MG CR,20346
68453086016,HISTUSSIN HC SYP,685
68453090002,NAPRELAN     PAK,46
68453091110,XODOL        TAB 10-300MG,3357
68453091210,XODOL        TAB 5-300MG,800
68453091310,XODOL        TAB 7.5-300,978
68453095010,FEXMID       TAB 7.5MG,4197
68453099210,MAGNACET     TAB 5-400MG,21
68453099310,MAGNACET     TAB 7.5-400,59
68453099410,MAGNACET     TAB 10-400MG,324
68455010690,STOMAHESIVE  PST,9
68455012744,"AQUACEL AG   PAD EX 4""X5""",2
68462010130,FLUCONAZOLE  TAB 50MG,8803
68462010230,FLUCONAZOLE  TAB 100MG,154646
68462010340,FLUCONAZOLE  TAB 150MG,619101
68462010430,FLUCONAZOLE  TAB 200MG,193032
68462010530,ONDANSETRON  TAB 4MG,295630
68462010630,ONDANSETRON  TAB 8MG,152202
68462010810,TOPIRAMATE   TAB 25MG,68059
68462010860,TOPIRAMATE   TAB 25MG,158713
68462010910,TOPIRAMATE   TAB 100MG,81022
68462010960,TOPIRAMATE   TAB 100MG,149170
68462011010,TOPIRAMATE   TAB 200MG,18094
68462011060,TOPIRAMATE   TAB 200MG,41897
68462011601,DIPYRIDAMOLE TAB 25MG,320
68462011610,DIPYRIDAMOLE TAB 25MG,25
68462011701,DIPYRIDAMOLE TAB 50MG,1110
68462011710,DIPYRIDAMOLE TAB 50MG,163
68462011801,DIPYRIDAMOLE TAB 75MG,1539
68462011810,DIPYRIDAMOLE TAB 75MG,130
68462012340,LEVONORGESTR TAB 1.5MG,12
68462012601,GABAPENTIN   TAB 600MG,252874
68462012605,GABAPENTIN   TAB 600MG,767251
68462012701,GABAPENTIN   TAB 800MG,109955
68462012705,GABAPENTIN   TAB 800MG,253699
68462012801,ZONISAMIDE   CAP 25MG,22617
68462012805,ZONISAMIDE   CAP 25MG,2
68462012901,ZONISAMIDE   CAP 50MG,19273
68462012905,ZONISAMIDE   CAP 50MG,1
68462013001,ZONISAMIDE   CAP 100MG,131379
68462013005,ZONISAMIDE   CAP 100MG,8489
68462013117,TRIAMCINOLON CRE 0.1%,9
68462013135,TRIAMCINOLON CRE 0.1%,191
68462013149,TRIAMCINOLON CRE 0.1%,19
68462013159,TRIAMCINOLON CRE 0.1%,2
68462013279,NORETH/ETHIN TAB 1/20,6
68462013281,NORETH/ETHIN TAB 1/20,24925
68462013601,TERBINAFINE  TAB 250MG,469
68462013630,TERBINAFINE  TAB 250MG,9195
68462013701,OXCARBAZEPIN TAB 150MG,80469
68462013801,OXCARBAZEPIN TAB 300MG,209724
68462013901,OXCARBAZEPIN TAB 600MG,121516
68462014001,MELOXICAM    TAB 7.5MG,8751
68462014101,MELOXICAM    TAB 15MG,11024
68462014501,NITROGLYCER  SUB 0.3MG,1443
68462014601,NITROGLYCER  SUB 0.4MG,9977
68462014625,NITROGLYCER  SUB 0.4MG,2462
68462014645,NITROGLYCER  SUB 0.4MG,55900
68462014701,NITROGLYCER  SUB 0.6MG,215
68462014802,NYSTATIN     SUS 100000,1
68462014816,NYSTATIN     SUS 100000,46
68462015310,TOPIRAMATE   TAB 50MG,75863
68462015360,TOPIRAMATE   TAB 50MG,145823
68462015713,ONDANSETRON  TAB 4MG ODT,389214
68462015740,ONDANSETRON  TAB 4MG ODT,3
68462015811,ONDANSETRON  TAB 8MG ODT,13811
68462015813,ONDANSETRON  TAB 8MG ODT,147176
68462015901,METFORMIN    TAB 500MG,5352
68462015905,METFORMIN    TAB 500MG,13530
68462015910,METFORMIN    TAB 500MG,17561
68462015918,METFORMIN    TAB 500MG,35
68462015990,METFORMIN    TAB 500MG,38
68462016001,METFORMIN    TAB 850MG,6910
68462016005,METFORMIN    TAB 850MG,786
68462016010,METFORMIN    TAB 850MG,1589
68462016090,METFORMIN    TAB 850MG,223
68462016101,METFORMIN    TAB 1000MG,8421
68462016105,METFORMIN    TAB 1000MG,8154
68462016110,METFORMIN    TAB 1000MG,18880
68462016118,METFORMIN    TAB 1000MG,3
68462016190,METFORMIN    TAB 1000MG,248
68462016201,CARVEDILOL   TAB 3.125MG,43723
68462016205,CARVEDILOL   TAB 3.125MG,54864
68462016301,CARVEDILOL   TAB 6.25MG,47484
68462016305,CARVEDILOL   TAB 6.25MG,67625
68462016401,CARVEDILOL   TAB 12.5MG,33804
68462016405,CARVEDILOL   TAB 12.5MG,80508
68462016501,CARVEDILOL   TAB 25MG,36999
68462016505,CARVEDILOL   TAB 25MG,191422
68462017301,EST ESTROGEN TAB MTEST HS,7420
68462017401,EST ESTROGEN TAB MTEST DS,7061
68462017801,NAPROXEN SOD TAB 275MG,1779
68462017805,NAPROXEN SOD TAB 275MG,10
68462017901,NAPROXEN SOD TAB 550MG,42875
68462017905,NAPROXEN SOD TAB 550MG,6891
68462018022,MUPIROCIN    OIN 2%,241764
68462018117,CLOTRIMAZOLE CRE 1%,12647
68462018135,CLOTRIMAZOLE CRE 1%,30757
68462018147,CLOTRIMAZOLE CRE 1%,13765
68462018801,NAPROXEN     TAB 250MG,27205
68462018805,NAPROXEN     TAB 250MG,4022
68462018901,NAPROXEN     TAB 375MG,27123
68462018905,NAPROXEN     TAB 375MG,45835
68462018960,NAPROXEN     TAB 375MG,115
68462019001,NAPROXEN     TAB 500MG,124871
68462019005,NAPROXEN     TAB 500MG,677121
68462019030,NAPROXEN     TAB 500MG,41
68462019050,NAPROXEN     TAB 500MG,36
68462019060,NAPROXEN     TAB 500MG,446
68462019217,MOMETASONE   CRE 0.1%,51903
68462019255,MOMETASONE   CRE 0.1%,58505
68462019301,CODEINE SULF TAB 30MG,265
68462019401,CODEINE SULF TAB 60MG,143
68462019505,PRAVASTATIN  TAB 10MG,127891
68462019590,PRAVASTATIN  TAB 10MG,67953
68462019605,PRAVASTATIN  TAB 20MG,533501
68462019690,PRAVASTATIN  TAB 20MG,179635
68462019705,PRAVASTATIN  TAB 40MG,911034
68462019790,PRAVASTATIN  TAB 40MG,236780
68462019805,PRAVASTATIN  TAB 80MG,36627
68462019890,PRAVASTATIN  TAB 80MG,146473
68462019913,TELMISARTAN  TAB 20MG,3618
68462020013,TELMISARTAN  TAB 40MG,17513
68462020113,TELMISARTAN  TAB 80MG,23179
68462020201,MORPHINE SUL TAB 15MG,1278
68462020301,MORPHINE SUL TAB 30MG,1080
68462020401,OXYCODONE    CAP 5MG,26261
68462020501,MOEXIPR/HCTZ TAB 15-25MG,16728
68462020601,MOEXIPR/HCTZ TAB 15-12.5,10937
68462020701,MOEXIPR/HCTZ TAB 7.5-12.5,5504
68462020801,MOEXIPRIL    TAB 15MG,10120
68462020901,MOEXIPRIL    TAB 7.5MG,3013
68462021010,AMLODIPINE   TAB 2.5MG,16722
